FIGHTER,HEIGHT_fighter,WEIGHT_fighter,REACH_fighter,STANCE_fighter,Fights,Win,DRAW,Lost,No_contest,TotalTime,KD_fighter,SUB.ATT_fighter,REV._fighter,CTRL_fighter,SIG.STR._landed_fighter,SIG.STR._attempts_fighter,TOTAL STR._landed_fighter,TOTAL STR._attempts_fighter,TD_landed_fighter,TD_attempts_fighter,HEAD_landed_fighter,HEAD_attempts_fighter,BODY_landed_fighter,BODY_attempts_fighter,LEG_landed_fighter,LEG_attempts_fighter,DISTANCE_landed_fighter,DISTANCE_attempts_fighter,CLINCH_landed_fighter,CLINCH_attempts_fighter,GROUND_landed_fighter,GROUND_attempts_fighter,KD_opponent,SUB.ATT_opponent,REV._opponent,CTRL_opponent,SIG.STR._landed_opponent,SIG.STR._attempts_opponent,TOTAL STR._landed_opponent,TOTAL STR._attempts_opponent,TD_landed_opponent,TD_attempts_opponent,HEAD_landed_opponent,HEAD_attempts_opponent,BODY_landed_opponent,BODY_attempts_opponent,LEG_landed_opponent,LEG_attempts_opponent,DISTANCE_landed_opponent,DISTANCE_attempts_opponent,CLINCH_landed_opponent,CLINCH_attempts_opponent,GROUND_landed_opponent,GROUND_attempts_opponent,form_score_fighter
Ednaldo Oliveira,77.0,205.0,72.0,Orthodox,2,0,0,2,0,1102,0.0,0.0,0.0,194,19,85,30,98,0,1,13,73,5,11,1,1,9,69,5,8,5,8,0.0,1.0,0.0,301.0,33.0,70.0,73.0,112.0,4.0,7.0,10.0,45.0,9.0,10.0,14.0,15.0,20.0,55.0,10.0,12.0,3.0,3.0,0.0
Edson Barboza,71.0,145.0,75.0,Orthodox,30,18,0,12,0,21947,16.0,2.0,0.0,1236,1505,3411,1584,3512,11,22,664,2251,464,678,377,482,1380,3238,65,81,60,92,7.0,7.0,0.0,3829.0,1700.0,3876.0,2276.0,4540.0,28.0,102.0,1238.0,3226.0,230.0,369.0,232.0,281.0,1369.0,3413.0,61.0,93.0,270.0,370.0,0.87
Eduarda Moura,66.0,125.0,66.0,Orthodox,2,1,0,1,0,1334,0.0,0.0,0.0,753,75,124,129,205,8,29,67,115,6,7,2,2,17,51,6,7,52,66,0.0,1.0,2.0,142.0,55.0,110.0,146.0,213.0,0.0,1.0,19.0,61.0,22.0,32.0,14.0,17.0,36.0,82.0,17.0,22.0,2.0,6.0,0.6
Eduardo Garagorri,69.0,145.0,70.0,Orthodox,3,1,0,2,0,1879,0.0,0.0,0.0,142,107,209,123,226,1,1,77,164,22,34,8,11,87,184,11,14,9,11,0.0,2.0,0.0,733.0,74.0,177.0,191.0,302.0,13.0,34.0,47.0,143.0,22.0,26.0,5.0,8.0,53.0,153.0,18.0,21.0,3.0,3.0,0.22
Edward Faaloloto,70.3,155.0,70.0,Orthodox,2,0,0,2,0,299,0.0,0.0,0.0,19,17,46,21,50,0,0,3,29,5,6,9,11,10,34,7,12,0,0,1.0,1.0,0.0,65.0,32.0,79.0,34.0,81.0,1.0,1.0,20.0,61.0,11.0,14.0,1.0,4.0,14.0,47.0,11.0,16.0,7.0,16.0,0.0
Edwin DeWees,73.0,185.0,72.0,Orthodox,3,0,0,3,0,578,0.0,3.0,0.0,116,15,38,33,56,2,2,6,26,6,8,3,4,7,23,8,15,0,0,2.0,1.0,0.0,246.0,66.0,96.0,94.0,130.0,0.0,0.0,40.0,68.0,21.0,22.0,5.0,6.0,11.0,16.0,32.0,47.0,23.0,33.0,0.0
Edwin Figueroa,67.0,135.0,69.0,Orthodox,6,2,0,4,0,4510,2.0,3.0,5.0,833,193,489,282,591,1,1,136,410,39,55,18,24,119,359,8,21,66,109,2.0,12.0,0.0,1819.0,230.0,477.0,375.0,643.0,22.0,35.0,143.0,355.0,43.0,65.0,44.0,57.0,173.0,388.0,17.0,28.0,40.0,61.0,0.44
Efrain Escudero,69.0,155.0,71.0,Orthodox,12,5,0,7,0,8934,5.0,8.0,1.0,2013,435,970,806,1379,13,32,263,738,68,98,104,134,273,725,93,146,69,99,0.0,7.0,1.0,2512.0,343.0,928.0,685.0,1304.0,15.0,45.0,183.0,699.0,96.0,146.0,64.0,83.0,233.0,775.0,55.0,75.0,55.0,78.0,0.62
Eiji Mitsuoka,67.0,145.0,72.0,Southpaw,2,0,0,2,0,666,1.0,1.0,0.0,96,37,76,40,80,1,6,35,73,1,2,1,1,36,73,0,2,1,1,0.0,0.0,0.0,200.0,81.0,144.0,154.0,223.0,4.0,4.0,56.0,113.0,15.0,21.0,10.0,10.0,34.0,91.0,22.0,27.0,25.0,26.0,0.0
Elias Garcia,65.0,125.0,67.0,Southpaw,2,0,0,2,0,1320,1.0,2.0,1.0,28,35,127,61,153,1,7,19,103,4,8,12,16,32,124,3,3,0,0,1.0,1.0,1.0,703.0,111.0,222.0,183.0,306.0,2.0,3.0,94.0,199.0,13.0,17.0,4.0,6.0,50.0,116.0,3.0,5.0,58.0,101.0,0.0
Elias Silverio,71.0,155.0,73.0,Orthodox,5,3,0,2,0,4458,1.0,1.0,0.0,1414,273,547,438,752,8,21,131,344,84,125,58,78,188,431,51,67,34,49,2.0,0.0,1.0,855.0,221.0,456.0,293.0,533.0,4.0,28.0,126.0,327.0,42.0,69.0,53.0,60.0,163.0,378.0,32.0,45.0,26.0,33.0,0.93
Elias Theodorou,73.0,185.0,75.0,Orthodox,11,8,0,3,0,9228,0.0,0.0,3.0,2034,644,1524,975,1896,13,46,279,909,211,366,154,249,407,1191,165,240,72,93,1.0,3.0,1.0,1270.0,367.0,781.0,489.0,912.0,20.0,49.0,215.0,574.0,98.0,135.0,54.0,72.0,227.0,583.0,130.0,186.0,10.0,12.0,1.2
